hash,n_models,anim_tracks,in_swit,kind,example_parent_models
0xA8D5E93A,5,0,0,mesh-node,vz_veh_tank_amx30_base|pmc_veh_truck_esv
0xAA1AF4DC,5,0,0,mesh-node,maracaibo_bld_skyscraper02|margarita_bld_condo01
0xAA5FBFBF,5,0,0,mesh-node,shanty_bld_housegroup05|industrial_bld_towerrefinerytall
0xAC58A7D4,5,0,5,destruction-piece,maracaibo_bld_skyscraper02|city_bld_skyscraper03
0xAC6BAD83,5,0,0,mesh-node,civ_veh_truck_thunder|pmc_veh_car_offroad_buggy
0xAF7CBDCE,5,0,5,destruction-piece,groutpost_bld_shackfuselage|proutpost_docka
0xB15276CD,5,0,5,destruction-piece,village_bld_plantation03|caracas_rampgovernment02
0xB24EAE08,5,0,0,mesh-node,oc_veh_helicopter_wz10|vz_veh_helicopter_alouetteiii
0xB390B932,5,0,0,mesh-node,merida_universitylamppost|maracaibo_lampposta
0xB50C3C7C,5,0,0,mesh-node,proutpost_bld_alarmtower|groutpost_bld_alarmtower
0xB931616F,5,0,0,mesh-node,vz_veh_apc_m113_command|vz_veh_apc_m113_aa
0xB98E16AD,5,0,5,destruction-piece,proutpost_docka|caracas_bld_theater01
0xBDA83CA0,5,0,5,destruction-piece,industrial_bld_warehouselarge02|estate_bld_mansion02
0xBDF25485,5,0,0,mesh-node,estate_bld_mansion02|0x6871E4C5
0xBE8E428B,5,0,5,destruction-piece,aloutpost_bld_prison|outpost_bld_warehouse01
0xBFE64FFE,5,0,5,destruction-piece,island_bld_bridge01|oilrig_bld_buildingb
0xC016E403,5,0,0,mesh-node,0x19676216|global_veh_scorpiondpv
0xC027A2D3,5,0,5,destruction-piece,village_bld_plantation03|caracas_rampgovernment02
0xC0BF9B9E,5,0,5,destruction-piece,aloutpost_bld_hanger|industrial_bld_warehouse02
0xC15364A6,5,0,0,mesh-node,commercial_bld_supermarket|chinaoutpost_bld_storage
0xC3112EA4,5,0,0,mesh-node,ch_veh_boat_destroyer|oc_veh_boat_oiltanker
0xC3B683A9,5,0,5,destruction-piece,caracas_bld_theater01|caracas_bld_skytrammain
0xC5D6EAF8,5,0,5,destruction-piece,jungle_bld_ruinshotelfront|0x8B69284B
0xC64BB6DC,5,0,5,destruction-piece,outpost_bld_warehouse01|industrial_bld_warehouselarge02
0xC873BB51,5,0,5,destruction-piece,caracas_rampgovernmentmid|caracas_rampgovernment02
0xC9C39FCB,5,0,5,destruction-piece,groutpost_bld_shackcave04|caracas_skytramcolumn
0xC9FB82B4,5,0,0,mesh-node,commercial_bld_firestation|oilrig_simple
0xC9FFFFE2,5,0,0,mesh-node,commercial_bld_firestation|pmcoutpost_bld_hq
0xCB7A846B,5,0,5,destruction-piece,island_bld_bridge01|oilrig_bld_buildingb
0xCBEE2582,5,0,0,mesh-node,aloutpost_bld_prison|outpost_bld_warehouse01
0xCDED0E11,5,0,0,mesh-node,maracaibo_bld_skyscraper02|aloutpost_bld_command
0xCF2D3CD3,5,0,0,mesh-node,oc_veh_semi_austin|0x19E2962E
0xCF6DB252,5,0,0,mesh-node,maracaibo_bld_skyscraper02|margarita_bld_condo01
0xD1EDFBCF,5,0,0,mesh-node,maracaibo_bld_skyscraper02|aloutpost_bld_command
0xD3F03890,5,0,0,mesh-node,estate_bld_mansion02|0x6871E4C5
0xD4590BA1,5,0,0,mesh-node,commercial_bld_supermarket|city_bld_skyscraper02
0xD4910739,5,0,5,destruction-piece,island_bld_bridge01|oilrig_bld_buildingb
0xD4A10C18,5,0,5,destruction-piece,village_bld_plantation03|oilrig_catwalkd
0xD8073E10,5,0,5,destruction-piece,maracaibo_bld_skyscraper02|chinaoutpost_bld_prison
0xD8E49CF8,5,0,5,destruction-piece,village_bld_plantation03|global_pile03
0xD9BA5417,5,0,0,mesh-node,0x389678CF|aloutpost_bld_storage
0xDC8F89E0,5,0,0,mesh-node,0x07B982D6|oc_veh_helicopter_wz10
0xDE436D20,5,0,0,mesh-node,maracaibo_bld_skyscraper02|city_bld_corner32x32a
0xDF0C7B6A,5,0,0,mesh-node,gr_veh_truck_m35_guntruck_50cal|vz_veh_truck_m35_guntruck_50cal
0xE09B849A,5,0,5,destruction-piece,caracas_bld_historical02|caracas_bld_parquecentral03
0xE1336343,5,0,0,mesh-node,0x1D5D24CE|0x4B9C42F1
0xE2281C07,5,0,0,mesh-node,vz_veh_truck_m35_aa|gr_veh_truck_m35_aa
0xE2622264,5,0,0,mesh-node,maracaibo_bld_skyscraper02|aloutpost_bld_command
0xE526D251,5,0,0,mesh-node,maracaibo_bld_skyscraper02|aloutpost_bld_command
0xE779F2F9,5,0,0,mesh-node,civ_veh_boat_saltonsea|pr_veh_boat_cutter
0xE7DDDC43,5,0,5,destruction-piece,jungle_bld_ruinshotelfront|0x8B69284B
0xE8750830,5,0,5,destruction-piece,industrial_bld_gasstationpump02|residential_bld_corner16x16e
0xE880D9F2,5,0,0,mesh-node,vz_veh_apc_m113_command|vz_veh_apc_m113_aa
0xE927C00F,5,0,0,mesh-node,maracaibo_bld_skyscraper02|aloutpost_bld_command
0xEA31DFDC,5,0,5,destruction-piece,vz_veh_helicopter_alouetteiii|pr_veh_helicopter_alouetteiii
0xEA3CAE95,5,0,5,destruction-piece,groutpost_bld_shacktall02|proutpost_bld_surveillance
0xEC82CA61,5,0,5,destruction-piece,village_bld_plantation03|caracas_rampgovernment02
0xED2B2D76,5,0,0,mesh-node,oc_veh_semi_austin|0x19E2962E
0xEDA015E0,5,0,5,destruction-piece,outpost_bld_warehouse01|shanty_bld_housegroup04
0xEE7EF1ED,5,0,0,mesh-node,0x1282963C|0x19676216
0xEFD96BAD,5,0,5,destruction-piece,jungle_bld_ruinshotelfront|0x8B69284B
0xF03C3535,5,0,0,mesh-node,oilrig_cranelargea|oilrig_towerblowoutdiagonal
0xF159D73B,5,0,5,destruction-piece,industrial_bld_warehouselarge02|city_bld_skyscraper03
0xF20D8C62,5,0,0,mesh-node,maracaibo_bld_skyscraper02|city_bld_corner32x32a
0xF2F91E0D,5,0,5,destruction-piece,jungle_bld_ruinshotelside|cumana_bld_hotelfourstar01
0xF33DBCB9,5,0,0,mesh-node,outpost_bld_warehouse01|industrial_bld_warehouselarge02
0xF4601B7F,5,0,5,destruction-piece,chinaoutpost_bld_storage|cumana_bld_corner16x16d
0xF700B05F,5,0,5,destruction-piece,residential_bld_corner16x16a|outskirt_bld_mercbar
0xF71C5009,5,0,5,destruction-piece,proutpost_bld_hq|groutpost_bld_shacktall02
0xF7E9535C,5,0,0,mesh-node,pmc_hum_chris|pmc_hum_chris_v3
0xF90D05C5,5,0,0,mesh-node,maracaibo_bld_skyscraper02|aloutpost_bld_command
0xFC600CBB,5,0,0,mesh-node,maracaibo_bld_skyscraper02|aloutpost_bld_command
0xFD388AC9,5,0,5,destruction-piece,groutpost_bld_shacktall01|caracas_skytramcolumn
0xFE5A425B,5,0,5,destruction-piece,0x1D20E058|global_pile02
0xFEA38CCD,5,0,5,destruction-piece,village_bld_plantation03|oilrig_catwalkd
0x491E8967,4,9,0,mesh-node,pmc_hum_mattias_v5|pmc_hum_mattias
0x7D2C9CA4,4,9,0,mesh-node,pmc_hum_mattias_v5|pmc_hum_mattias
0x87E8C062,4,9,0,mesh-node,pmc_hum_mattias_v5|pmc_hum_mattias
0xE6FF1D72,4,9,0,mesh-node,pmc_hum_mattias_v5|pmc_hum_mattias
0x00A8F086,4,8,0,model-root,pmc_hum_mattias_v5|pmc_hum_mattias
0x00018D6C,4,0,0,mesh-node,maracaibo_bld_skyscraper02|maracaibo_park
0x00691A87,4,0,0,mesh-node,shanty_bld_apartment01|commercial_bld_corner8x16a
0x01307818,4,0,0,mesh-node,oc_veh_semi_fueltrailer|civ_veh_trailer_flatbed
0x02714414,4,0,0,mesh-node,civ_veh_car_van_crappy|civ_veh_semi_austin
0x03E04E9C,4,0,0,mesh-node,residential_bld_corner16x16a|outskirt_bld_mercbar
0x048610B4,4,0,4,destruction-piece,civ_veh_trailer_box|civ_veh_car_pony_normal
0x05480108,4,0,4,destruction-piece,civ_veh_car_valiant_crappy|global_veh_68valiant
0x074CEC0B,4,0,4,destruction-piece,cumana_bld_fortress01|shanty_bld_housegroup05
0x081BC290,4,0,4,destruction-piece,civ_veh_car_van_crappy|civ_veh_car_van_racing
0x08A1D17D,4,0,0,mesh-node,0x19E2962E|0x7A9E926A
0x09D6C3D0,4,0,4,destruction-piece,0x6871E4C5|estate_bld_mansion03
0x0A6A5C39,4,0,4,destruction-piece,city_bld_skyscraper03|village_bld_plantation02
0x0A84728E,4,0,0,mesh-node,oc_veh_semi_fueltrailer|civ_veh_trailer_flatbed
0x0AD340FF,4,0,0,mesh-node,ch_veh_truck_sx2150_mlrs|ch_veh_truck_sx2150_semi
0x0BE7ABBE,4,0,4,destruction-piece,civ_veh_car_valiant_crappy|global_veh_68valiant
0x0C99BD94,4,0,0,mesh-node,global_env_tree01|shanty_env_tree03
0x0CB17EB4,4,0,0,mesh-node,oc_veh_truck_ext|pmc_veh_truck_esv
0x0DBE4340,4,0,4,destruction-piece,industrial_bld_warehouse05|aloutpost_bld_prison
0x0FB0533B,4,0,4,destruction-piece,cumana_bld_hotelfourstar01|commercial_bld_segment8x8d
0x105994E0,4,0,0,mesh-node,oc_veh_semi_fueltrailer|civ_veh_trailer_flatbed
0x11392F0C,4,0,4,destruction-piece,0x7604B190|caracas_rampgovernment02
0x118413D9,4,0,4,destruction-piece,proutpost_docka|caracas_bld_theater01
0x12683CC8,4,0,0,mesh-node,0x1282963C|al_veh_truck_mtv_semi
0x13770EF2,4,0,0,mesh-node,vz_veh_apc_m113_aa|vz_veh_apc_m113_50cal
0x16A8BAB7,4,0,0,mesh-node,civ_veh_truck_garbage|civ_veh_car_taxi_shuttle
0x16ED1CF4,4,0,0,mesh-node,jungle_env_treetall02|jungle_env_treemedium03
0x16F1E2B5,4,0,0,mesh-node,oilrig_towerblowoutdiagonal|oilrig_att_pipeblowout
0x170DC592,4,0,0,mesh-node,pmc_hum_chris|pmc_hum_obama
0x17CCC5D4,4,0,4,destruction-piece,caracas_rampgovernmentmid|caracas_walllong
0x191F0807,4,0,0,mesh-node,0x3177639B|al_veh_airstrike_b2
0x19889D9F,4,0,4,destruction-piece,groutpost_bld_shackfuselage|caracas_bld_theater01
0x19CBE9CC,4,0,4,destruction-piece,groutpost_bld_earthmover|city_bld_standalone03
0x1BBC1EC0,4,0,0,mesh-node,maracaibo_bld_skyscraper02|margarita_bld_condo01
0x1BD53073,4,0,0,mesh-node,oc_veh_truck_ext|pmc_veh_truck_esv
0x1C0ABF80,4,0,4,destruction-piece,city_bld_skyscraper02|cumana_bld_corner16x16d
0x1DB4C161,4,0,4,destruction-piece,village_bld_plantation03|jungle_bld_ruinshotelfront
0x20AFAF72,4,0,0,mesh-node,city_bld_skyscraper02|cumana_bld_corner16x16d
0x20C43C36,4,0,4,destruction-piece,civ_veh_car_van_crappy|civ_veh_car_van_racing
0x213DE2BD,4,0,0,mesh-node,gr_veh_boat_cigarette|pmc_veh_car_panhard
0x224E27AD,4,0,0,mesh-node,global_env_treeplaza03|global_env_tree01
0x225CCE34,4,0,0,mesh-node,caracas_bld_parquecentral03|city_bld_skyscraper03
0x2476F92A,4,0,4,destruction-piece,aloutpost_bld_hanger|airport_bld_terminal01
0x26ADC06D,4,0,0,mesh-node,industrial_bld_warehouselarge02|city_bld_standalone04
0x2840BF61,4,0,4,destruction-piece,oilrig_bld_buildingb|oilrig_bld_buildingc
0x286CE2F3,4,0,4,destruction-piece,0x055E9085|0x3C9A5987
0x28BC5B0B,4,0,4,destruction-piece,ocoutpost_bld_hq|groutpost_bld_earthmover
0x28FAA04A,4,0,0,mesh-node,city_bld_skyscraper03|city_bld_segment32x32b
0x2936E89E,4,0,4,destruction-piece,groutpost_bld_cranemining|island_bld_bridge01
0x2A0C80DD,4,0,4,destruction-piece,ch_veh_boat_destroyer|oc_veh_boat_oiltanker
0x2AE418F5,4,0,4,destruction-piece,industrial_bld_warehouselarge02|estate_bld_mansion02
0x2B55F5D4,4,0,0,mesh-node,ch_veh_truck_sx2150_mlrs|ch_veh_truck_sx2150_semi
0x2C35C761,4,0,0,mesh-node,pmc_veh_truck_ext|pmc_veh_truck_cougar
0x2C6F0619,4,0,0,mesh-node,city_bld_corner32x32b|cumana_bld_corner32x32b
0x2C8F1D65,4,0,4,destruction-piece,vz_veh_helicopter_mi35hind|vz_veh_helicopter_mi35hind_solano
0x2D0FBD07,4,0,0,mesh-node,global_veh_stingray|vz_veh_tank_scorpion90
0x2D62C4ED,4,0,0,mesh-node,ch_veh_truck_sx2150_mlrs|ch_veh_truck_sx2150_semi
0x2DE35B2C,4,0,0,mesh-node,maracaibo_bld_skyscraper02|aloutpost_bld_command
0x305E446E,4,0,0,mesh-node,oc_veh_semi_fueltrailer|civ_veh_trailer_flatbed
0x30685974,4,0,4,destruction-piece,city_bld_skyscraper03|village_bld_plantation02
0x31A12CF9,4,0,4,destruction-piece,maracaibo_bld_skyscraper02|chinaoutpost_bld_prison
0x31EA0604,4,0,4,destruction-piece,mountain_bld_bunkerdestroyed|0x95BF0E21
0x325AB183,4,0,0,mesh-node,pmc_veh_truck_ext|pmc_veh_truck_cougar
0x36D4F017,4,0,4,destruction-piece,aloutpost_bld_storage|industrial_bld_silowide
0x36FE137C,4,0,4,destruction-piece,oilrig_bld_buildingb|oilrig_bld_buildingc
0x37258EC2,4,0,0,mesh-node,oc_veh_truck_ext|pmc_veh_truck_esv
0x395BA500,4,0,0,mesh-node,oc_veh_truck_ext|pmc_veh_truck_esv
0x39C6E139,4,0,0,mesh-node,vz_veh_tank_amx30_base|ch_veh_tank_plz45b
0x39D71817,4,0,0,mesh-node,pmc_veh_truck_ext|pmc_veh_truck_cougar
0x3A403D66,4,0,0,mesh-node,oc_veh_semi_fueltrailer|global_veh_scorpiondpv
0x3FEA62E8,4,0,4,destruction-piece,merida_bld_pmcautoshop|outskirt_bld_house03
0x400A64E8,4,0,4,destruction-piece,ch_veh_boat_destroyer|oc_veh_boat_oiltanker
0x402D31AD,4,0,0,mesh-node,global_veh_scorpiondpv|pmc_veh_car_offroad_buggy
0x41228361,4,0,4,destruction-piece,proutpost_bld_bunker|merida_bld_pmcautoshop
0x415C884E,4,0,0,mesh-node,aloutpost_interior_hq|0x804425B3
0x4191A8A7,4,0,0,mesh-node,oc_veh_semi_austin|0x1FBFBB4B
0x41DD9A1B,4,0,4,destruction-piece,merida_bld_pmcautoshop|0xA948DDA6
0x426C2895,4,0,0,mesh-node,vzoutpost_bld_garagebunker_pr|vzoutpost_bld_garagebunker
0x42736D5E,4,0,0,mesh-node,vzoutpost_bld_barracktent_pr|vzoutpost_bld_barracktent_gr
0x44D09430,4,0,0,mesh-node,0x1282963C|al_veh_truck_mtv_semi
0x45DBB5DE,4,0,0,mesh-node,mountain_bld_bunkerdestroyed|estate_bld_mansion02
0x464512B4,4,0,0,mesh-node,gr_veh_tank_m551sheridan|vz_veh_apc_m113_aa
0x4910D335,4,0,0,mesh-node,civ_veh_car_van_crappy|civ_veh_car_van_racing
0x495AAF18,4,0,0,mesh-node,civ_veh_boat_dinghy|civ_veh_boat_smallfishing
0x49FBBBC7,4,0,4,destruction-piece,0x493FD997|merida_bld_pmcautoshop
0x4AD228D1,4,0,4,destruction-piece,0x70D6FBD9|0xA0EAF095
0x4B395CBB,4,0,4,destruction-piece,groutpost_bld_cranemining|island_bld_bridge01
0x4B3DD9E9,4,0,4,destruction-piece,groutpost_bld_cranemining|island_bld_tower01
0x4B573702,4,0,4,destruction-piece,0x4B9C42F1|village_bld_cattleranch
0x4CCC239A,4,0,0,mesh-node,0x1282963C|al_veh_truck_mtv_semi
0x4D4E3074,4,0,4,destruction-piece,global_veh_scorpiondpv|pmc_veh_car_offroad_buggy
0x4DE03FA4,4,0,0,mesh-node,mountain_bld_bunkerdestroyed|estate_bld_mansion02
0x4DF1178A,4,0,4,destruction-piece,ch_veh_boat_destroyer|oc_veh_boat_oiltanker
0x4E6F5D5C,4,0,4,destruction-piece,0x055E9085|0x3C9A5987
0x4EB34DE8,4,0,0,mesh-node,port_containerd|port_containerb
0x4F520BC6,4,0,4,destruction-piece,global_veh_scorpiondpv|pmc_veh_car_offroad_buggy
0x4F686BA4,4,0,0,mesh-node,maracaibo_bld_skyscraper02|margarita_bld_condo01
0x50A22024,4,0,0,mesh-node,maracaibo_bld_skyscraper02|margarita_bld_condo01
0x51AA1E41,4,0,0,mesh-node,pmc_veh_truck_ext|pmc_veh_truck_cougar
0x523932F2,4,0,4,destruction-piece,vz_veh_helicopter_mi35hind|vz_veh_helicopter_mi35hind_solano
0x5285083A,4,0,0,mesh-node,city_bld_corner32x32b|cumana_bld_corner32x32b
0x52988958,4,0,4,destruction-piece,island_bld_bridge01|oilrig_bld_buildingb
0x52C32ADF,4,0,4,destruction-piece,0x70D6FBD9|0xA0EAF095
0x530D3CE5,4,0,4,destruction-piece,0x1D20E058|outskirt_bld_mercbar
0x5525456A,4,0,0,mesh-node,civ_veh_boat_saltonsea|pr_veh_boat_saltonsea
0x56279F72,4,0,0,mesh-node,gr_veh_motorcycle_offroad|global_veh_klr650
0x56B0F619,4,0,0,mesh-node,ch_veh_boat_destroyer|oc_veh_boat_oiltanker
0x56E69BE4,4,0,0,mesh-node,global_veh_rib36|vz_veh_boat_patrol
0x57903433,4,0,0,mesh-node,pmc_veh_truck_ext|pmc_veh_truck_cougar
0x580D3A4D,4,0,0,mesh-node,vz_veh_helicopter_mi35hind|vz_veh_helicopter_mi35hind_solano
0x585FE988,4,0,0,mesh-node,maracaibo_bld_skyscraper02|margarita_bld_condo01
0x5874FC2A,4,0,0,mesh-node,civ_veh_truck_thunder|pmc_veh_car_offroad_buggy
0x58BA9E52,4,0,0,mesh-node,jungle_env_bushlarge02|jungle_env_bushmedium02
0x5997CF6E,4,0,4,destruction-piece,city_bld_skyscraper03|village_bld_plantation02
0x5B30CFFE,4,0,4,destruction-piece,groutpost_bld_shacktall01|0x56451E9E
0x5BF879AB,4,0,0,mesh-node,oc_veh_helicopter_wz10|ch_veh_helicopter_wz10
0x5C42B183,4,0,0,mesh-node,oc_veh_semi_fueltrailer|global_veh_scorpiondpv
0x5C741059,4,0,0,mesh-node,civ_veh_car_van_crappy|civ_veh_semi_austin
0x5CC3A94F,4,0,4,destruction-piece,caracas_rampgovernmentmid|caracas_bld_skytrammain
0x5DFB713D,4,0,0,mesh-node,civ_veh_car_valiant_crappy|global_veh_68valiant
0x5E057167,4,0,0,mesh-node,pmc_veh_truck_ext|pmc_veh_truck_cougar
0x5E34D076,4,0,4,destruction-piece,island_bld_fortress01|shanty_bld_housegroup05
0x5F25EE1D,4,0,4,destruction-piece,proutpost_bld_hq|city_bld_apartment01
0x5F5EFA15,4,0,0,mesh-node,pmc_veh_truck_ext|pmc_veh_truck_cougar
0x5FC65AC5,4,0,0,mesh-node,pmc_veh_truck_ext|pmc_veh_truck_cougar
0x5FD96F42,4,0,4,destruction-piece,caracas_bld_skytrammain|caracas_rampgovernment02
0x63266BF3,4,0,4,destruction-piece,shanty_bld_housegroup04|industrial_bld_warehouse06
0x645D2184,4,0,4,destruction-piece,0x1D20E058|global_pile02
0x6469CDE8,4,0,0,mesh-node,jungle_env_treetall02|jungle_env_treemedium03
0x6475E17B,4,0,0,mesh-node,vzoutpost_bld_barracktent_pr|vzoutpost_bld_barracktent_gr
0x653AD620,4,0,0,mesh-node,global_weapon_c4water|global_weapon_beacon
0x6746EE96,4,0,0,mesh-node,civ_veh_boat_dinghy|civ_veh_boat_smallfishing
0x67E2A729,4,0,0,mesh-node,ocoutpost_bld_hq|estate_bld_mansion02
0x686EA703,4,0,4,destruction-piece,caracas_rampgovernmentmid|caracas_rampgovernment02
0x6A7EF980,4,0,0,mesh-node,oc_veh_semi_fueltrailer|civ_veh_trailer_flatbed
0x6B03226E,4,0,0,mesh-node,proutpost_bld_bunker|merida_bld_pmcautoshop
0x6BCB7C64,4,0,4,destruction-piece,ch_veh_boat_destroyer|oc_veh_boat_oiltanker
0x6E40D21B,4,0,0,mesh-node,maracaibo_bld_skyscraper02|chinaoutpost_bld_prison
0x6E66FFB6,4,0,4,destruction-piece,chinaoutpost_bld_prison|residential_bld_corner16x16d
0x6EE040C8,4,0,4,destruction-piece,island_bld_tower01|oilrig_bld_buildingb
0x6F909FA8,4,0,0,mesh-node,oc_veh_truck_ext|pmc_veh_truck_esv
0x70C11B82,4,0,4,destruction-piece,0x70D6FBD9|0xA0EAF095
0x7289B12E,4,0,4,destruction-piece,island_bld_bridge01|oilrig_bld_buildingc
0x7340A164,4,0,0,mesh-node,pmc_veh_motorcycle_mattias|civ_veh_motorcycle_scooter
0x73EB119A,4,0,4,destruction-piece,civ_veh_car_r90_limo|civ_veh_car_l300_normal
0x7523D228,4,0,4,destruction-piece,proutpost_bld_hq|groutpost_bld_shacktall02
0x75284F56,4,0,4,destruction-piece,shanty_bld_apartment01|proutpost_bld_hq
0x772C36B5,4,0,0,mesh-node,civ_veh_boat_saltonsea|pr_veh_boat_saltonsea
0x791DF465,4,0,0,mesh-node,0x4B9C42F1|0x7604B190
0x794993ED,4,0,0,mesh-node,global_lampposta|global_telephonebooth
0x7A1CA020,4,0,0,mesh-node,jungle_env_treesmall01|shanty_env_tree01
0x7AE04F5B,4,0,4,destruction-piece,vz_veh_helicopter_mi35hind|vz_veh_helicopter_mi35hind_solano
0x7BEE7F6F,4,0,0,mesh-node,ch_veh_tank_ztz63a|civ_veh_car_l300_racing
0x7C9B0A0D,4,0,4,destruction-piece,island_bld_bridge01|oilrig_bld_buildingb
0x7C9C0462,4,0,4,destruction-piece,village_bld_plantation03|village_bld_plantation02
0x7E1B85F6,4,0,0,mesh-node,industrial_bld_gasstationpump03|industrial_bld_gasstationpump02
0x7F12730F,4,0,0,mesh-node,jungle_env_treetall02|jungle_env_treemedium03
0x80B0F712,4,0,0,mesh-node,maracaibo_bld_skyscraper02|city_bld_skyscraper03
0x81585F80,4,0,4,destruction-piece,aloutpost_bld_storage|industrial_bld_silowide
0x84E061C9,4,0,4,destruction-piece,cumana_bld_hotelfourstar01|village_bld_farming01
0x850488F8,4,0,0,mesh-node,oc_veh_semi_austin|global_veh_phoenix
0x8542D8EA,4,0,4,destruction-piece,civ_veh_trailer_box|civ_veh_car_pony_normal
0x8558C219,4,0,0,mesh-node,ch_veh_truck_sx2150_mlrs|ch_veh_truck_sx2150_semi
0x85A7F6D2,4,0,4,destruction-piece,aloutpost_bld_hanger|caracas_bld_theater01
0x8788EECC,4,0,4,destruction-piece,vz_veh_helicopter_mi35hind|vz_veh_helicopter_mi35hind_solano
0x887D702E,4,0,0,mesh-node,global_veh_rib36|vz_veh_boat_patrol
0x8A693966,4,0,0,mesh-node,civ_veh_truck_thunder|pmc_veh_car_offroad_buggy
0x8BCBD214,4,0,0,mesh-node,civ_veh_car_van_crappy|civ_veh_semi_austin
0x8D37B82B,4,0,4,destruction-piece,city_bld_skyscraper02|caracas_bld_hospitalvargas
0x8D5D4BDF,4,0,0,mesh-node,ch_veh_truck_sx2150_mlrs|ch_veh_truck_sx2150_semi
0x8E09C804,4,0,4,destruction-piece,0x4B9C42F1|village_bld_cattleranch
0x8F2BAC2D,4,0,4,destruction-piece,island_bld_bridge01|oilrig_bld_buildingb
0x8F512A18,4,0,0,mesh-node,ch_veh_apc_zbd2000|ch_veh_tank_pgz95
0x8F724568,4,0,0,mesh-node,vz_veh_helicopter_mi35hind|vz_veh_helicopter_mi35hind_solano
0x9113A602,4,0,0,mesh-node,maracaibo_bld_skyscraper02|margarita_bld_condo01
0x91972A1E,4,0,0,mesh-node,margarita_bld_condo01|0x6871E4C5
0x93B7EF43,4,0,0,mesh-node,jungle_env_treesmall02|global_env_treetropical01
0x9461F7B7,4,0,0,mesh-node,pmc_veh_truck_ext|pmc_veh_truck_cougar
0x94B6B38B,4,0,0,mesh-node,pmc_veh_motorcycle_mattias|0x19E2962E
0x95771B02,4,0,4,destruction-piece,commercial_bld_firestation|oilrig_simple
0x95A1C89D,4,0,0,mesh-node,gr_veh_tank_m551sheridan|ch_veh_tank_ztz63a
0x95ADED30,4,0,0,mesh-node,aloutpost_bld_storage|industrial_bld_silowide
0x95C57452,4,0,0,mesh-node,vz_veh_helicopter_mi35hind|vz_veh_helicopter_mi35hind_solano
0x966F7957,4,0,0,mesh-node,pmc_veh_truck_ext|pmc_veh_truck_cougar
0x97D1DAE8,4,0,0,mesh-node,ch_veh_truck_sx2150_mlrs|ch_veh_truck_sx2150_semi
0x99867335,4,0,0,mesh-node,groutpost_bld_tentsmalltarp02|industrial_bld_silosmall
0x999CEED7,4,0,4,destruction-piece,proutpost_docka|caracas_bld_theater01
0x999E62C4,4,0,0,mesh-node,maracaibo_bld_skyscraper02|margarita_bld_condo01
0x99F11338,4,0,0,mesh-node,civ_veh_truck_ambulance|pmc_veh_truck_esv
0x9A5C7464,4,0,0,mesh-node,pmc_veh_plane_mig27|al_veh_plane_a10
0x9A96321B,4,0,4,destruction-piece,vz_veh_helicopter_mi35hind|vz_veh_helicopter_mi35hind_solano
0x9B07D991,4,0,4,destruction-piece,margarita_bld_condo01|0x6871E4C5
0x9B53AE52,4,0,4,destruction-piece,ocoutpost_bld_hq|groutpost_bld_earthmover
0x9DADAC49,4,0,0,mesh-node,oc_veh_truck_ext|pmc_veh_truck_esv
0x9DADF3FA,4,0,4,destruction-piece,chinaoutpost_bld_storage|cumana_bld_hotelfourstar01
0x9F1563EA,4,0,0,mesh-node,city_bld_corner32x32b|cumana_bld_corner32x32b
0xA00E55BA,4,0,0,mesh-node,industrial_bld_warehouselarge02|estate_bld_mansion02
0xA062A696,4,0,0,mesh-node,vz_veh_apc_m113_aa|vz_veh_apc_m113_50cal
0xA0646DCA,4,0,0,mesh-node,vzoutpost_bld_garagebunker_pr|vzoutpost_bld_garagebunker
0xA0AC27BF,4,0,0,mesh-node,island_bld_fortress01|estate_bld_mansion02
0xA0CAEA97,4,0,4,destruction-piece,island_bld_fortress01|shanty_bld_housegroup05
0xA1FD703C,4,0,4,destruction-piece,ch_veh_boat_destroyer|oc_veh_boat_oiltanker
0xA20070FB,4,0,0,mesh-node,0x7604B190|caracas_rampgovernment02
0xA278060A,4,0,0,mesh-node,pmc_veh_truck_ext|pmc_veh_truck_cougar
0xA3F9084B,4,0,0,mesh-node,commercial_bld_firestation|oilrig_simple
0xA4C220C6,4,0,0,mesh-node,0x1282963C|al_veh_truck_mtv_semi
0xA4DAE3F3,4,0,4,destruction-piece,margarita_bld_condo01|aloutpost_bld_command
0xA5EA2A23,4,0,4,destruction-piece,global_trafficlight01|commercial_bld_corner8x8a
0xA7947B9D,4,0,4,destruction-piece,caracas_rampgovernmentmid|caracas_rampgovernment02
0xA804F872,4,0,4,destruction-piece,ch_veh_boat_destroyer|oc_veh_boat_oiltanker
0xA83D5B0E,4,0,4,destruction-piece,island_bld_fortress01|estate_bld_mansion02
0xA863062E,4,0,4,destruction-piece,city_bld_skyscraper03|village_bld_plantation02
0xA992BCB8,4,0,0,mesh-node,vzoutpost_bld_garagebunker_pr|vzoutpost_bld_garagebunker
0xAB5B3C82,4,0,0,mesh-node,ch_veh_truck_sx2150_mlrs|ch_veh_truck_sx2150_semi
0xAD178F12,4,0,4,destruction-piece,caracas_bld_historical02|village_bld_plantation01
0xAD5F0852,4,0,4,destruction-piece,maracaibo_bld_skyscraper02|chinaoutpost_bld_prison
0xADCA1748,4,0,0,mesh-node,vz_veh_helicopter_mi35hind|vz_veh_helicopter_mi35hind_solano
0xAED379A5,4,0,0,mesh-node,0x1282963C|al_veh_truck_mtv_semi
0xAF814A7D,4,0,4,destruction-piece,cumana_bld_fortress01|estate_bld_mansion04
